indice,asignatura,cod_asignatura,cod_plan,curso_aca,id,cod_tipologia,plan,tipologia,universidad,cod_universidad
192,Fundamentos de Ingeniería Eléctrica,7894561FIE,ING-Electrónica,2018/2019,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
193,Fundamentos de Ingeniería Electrónica,7894561FEL,ING-Electrónica,2018/2019,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
194,Elasticidad y Resistencia de Materiales,7894561ERM,ING-Electrónica,2018/2019,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
195,Ingeniería Térmica,7894561ITE,ING-Electrónica,2018/2019,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
196,Tecnología de Procesos de Fabricación,7894561TPF,ING-Electrónica,2018/2019,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
197,Organización y Gestión de Proyectos,7894561OGP,ING-Electrónica,2018/2019,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
198,Electrónica Analógica,7894561EAN,ING-Electrónica,2019/2020,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
199,Electrónica Digital,7894561EDI,ING-Electrónica,2019/2020,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
200,Modelado y Simulación de Sistemas,7894561MSS,ING-Electrónica,2019/2020,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
201,Ampliación de Ingeniería Eléctrica,7894561AIE,ING-Electrónica,2019/2020,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
202,Preveción de Riesgos Laborales,7894561PRL,ING-Electrónica,2019/2020,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
203,Instrumentación Electrónica,7894561INE,ING-Electrónica,2019/2020,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
204,Ingeniería de Control,7894561ICO,ING-Electrónica,2019/2020,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
205,Sistemas de Comunicación,7894561SDC,ING-Electrónica,2019/2020,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
206,Sistemas Robotizados,7894561SRO,ING-Electrónica,2019/2020,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
207,Oficina Técnica/Proyectos,7894561OTP,ING-Electrónica,2020/2021,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
208,Electrónica de Potencia,7894561EPO,ING-Electrónica,2020/2021,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
209,Informática Industrial,7894561IIN,ING-Electrónica,2020/2021,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
210,Automatización Industrial Avanzada,7894561AIA,ING-Electrónica,2020/2021,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
211,Proyectos de Instalaciones,7894561PIN,ING-Electrónica,2020/2021,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
212,Prácticas Externas,7894561PRE,ING-Electrónica,2020/2021,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
213,Trabajo Fin de Grado,7894561TFG,ING-Electrónica,2020/2021,EJM11111,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
214,Fisiología y Fisiopatología,5689741FFI,SALUD-Enfermería,2017/2018,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
215,Investigación y Enfermería, 5689741IYE,SALUD-Enfermería,2017/2018,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
216,Anatomía Humana e Histología,5689741AAH,SALUD-Enfermería,2017/2018,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
217,Bioquímica y Nutrición,5689741BQN,SALUD-Enfermería,2017/2018,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
218,Antropología y Bases Teóricas de la Enfermería,5689741ABE,SALUD-Enfermería,2017/2018,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
219,Física Aplicada,5689741FAP,SALUD-Enfermería,2017/2018,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
220,Inglés para la Salud,5689741IPS,SALUD-Enfermería,2017/2018,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
221,Educación para la Salud,5689741EPS,SALUD-Enfermería,2017/2018,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
222,Prácticas Clinicas I,5689741PCI,SALUD-Enfermería,2017/2018,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
223,Enfermería Clinica I,5689741ECI,SALUD-Enfermería,2018/2019,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
224,Ciencias Psicosociales Aplicadas,5689741CPA,SALUD-Enfermería,2018/2019,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
225,Farmacología y Diétitica,5689741FDI,SALUD-Enfermería,2018/2019,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
226,Bases Teóricas y Metodológicas de la Enfermería,5689741BME,SALUD-Enfermería,2018/2019,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
227,Enfermería Comunitaria,5689741ECO,SALUD-Enfermería,2018/2019,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
228,Enfermería Clinica II,5689741ECI,SALUD-Enfermería,2018/2019,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
229,Prácticas Clínicas II,5689741PC2,SALUD-Enfermería,2018/2019,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
230,Enfermería de la Infancia y Adolescencia,5689741EIA,SALUD-Enfermería,2019/2020,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
231,Enfermería Clinica Avanzada I,5689741ECA,SALUD-Enfermería,2019/2020,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
232,Prácticas Clinicas III,5689741PC3,SALUD-Enfermería,2019/2020,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
233,Prácticas Clinicas IV,5689741PC4,SALUD-Enfermería,2019/2020,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
234,Enfermería Clinica Avanzada,5689741ECA,SALUD-Enfermería,2019/2020,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
235,Inglés Aplicado para la Comunicación en Salud,5689741IAC,SALUD-Enfermería,2019/2020,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
236,Habilidades Interpersonales y Comunicación,5689741HIC,SALUD-Enfermería,2019/2020,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
237,Procesos Psicosociales,5689741PPS,SALUD-Enfermería,2019/2020,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
238,Enfermería en Quirófano,5689741EQI,SALUD-Enfermería,2019/2020,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
239,Prácticas Externas,5689741PRE,SALUD-Enfermería,2020/2021,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
240,Trabajo Fin de Grado,5689741TFG,SALUD-Enfermería,2020/2021,KKK00000,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
241,Física 1,7894561FIS,ING-Electrónica,2018/2019,PPP22222,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
242,Expresión Gráfica,7894561EXP,ING-Electrónica,2018/2019,PPP22222,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
243,Informática,7894561INF,ING-Electrónica,2018/2019,PPP22222,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
244,Fundamentos Matemáticos,7894561FMA,ING-Electrónica,2018/2019,PPP22222,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
245,Fisíca 2,7894531FIS,ING-Electrónica,2018/2019,PPP22222,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
246,Métodos Estadísticos,7894561MES,ING-Electrónica,2018/2019,PPP22222,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
247,Cálculo,7894561CAL,ING-Electrónica,2018/2019,PPP22222,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
248,Fundamentos Químicos en la Ingeniería,7894561FQU,ING-Electrónica,2018/2019,PPP22222,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
249,Organización y Gestión Empresarial,7894561OGE,ING-Electrónica,2018/2019,PPP22222,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
250,Electrónica Digital,7894561EDI,ING-Electrónica,2018/2019,aZsIK#####,M7QB,Plan 2018,Básica,ULL015,N25H
251,Informática Industrial,7894561IIN,ING-Electrónica,2018/2019,aZsIK#####,M7QB,Plan 2018,Básica,ULL015,N25H
252,Organización y Gestión Empresarial,7894561OGE,ING-Electrónica,2018/2019,aZsIK#####,M7QB,Plan 2018,Básica,ULL015,N25H
253,Prácticas Externas,7894561PRE,ING-Electrónica,2018/2019,aZsIK#####,M7QB,Plan 2018,Básica,ULL015,N25H
254,Métodos Estadísticos,7894561MES,ING-Electrónica,2018/2019,aZsIK#####,M7QB,Plan 2018,Básica,ULL015,N25H
255,Bioquímica y Nutrición,5689741BQN,SALUD-Enfermería,2020/2021,KmKav#####,M7QB,Plan 2018,Básica,ULL015,N25H
256,Inglés Aplicado para la Comunicación en Salud,5689741IAC,SALUD-Enfermería,2020/2021,KmKav#####,M7QB,Plan 2018,Básica,ULL015,N25H
257,Prácticas Clinicas III,5689741PC3,SALUD-Enfermería,2020/2021,KmKav#####,M7QB,Plan 2018,Básica,ULL015,N25H
258,Enfermería Comunitaria,5689741ECO,SALUD-Enfermería,2020/2021,KmKav#####,M7QB,Plan 2018,Básica,ULL015,N25H
259,Fisiología y Fisiopatología,5689741FFI,SALUD-Enfermería,2020/2021,KmKav#####,M7QB,Plan 2018,Básica,ULL015,N25H
260,Algoritmos y Estructuras de Datos,3012315AED,ING-Informática,2017/2018,pcnXz#####,M7QB,Plan 2018,Básica,ULL015,N25H
261,Gestión de Riesgos en Ingeniería del Software,3568974GRI,ING-Informática,2017/2018,pcnXz#####,M7QB,Plan 2018,Básica,ULL015,N25H
262,Diseño Arquitectónico y Patrones,3568974DAP,ING-Informática,2017/2018,pcnXz#####,M7QB,Plan 2018,Básica,ULL015,N25H
263,Inteligencia Emocional,3568974IEM,ING-Informática,2017/2018,pcnXz#####,M7QB,Plan 2018,Básica,ULL015,N25H
264,Redes y Sistemas Distribuidos,3568974RED,ING-Informática,2017/2018,pcnXz#####,M7QB,Plan 2018,Básica,ULL015,N25H
265,Expresión Gráfica,7894561EXP,ING-Electrónica,2022/2023,zZBZw#####,M7QB,Plan 2018,Básica,ULL015,N25H
266,Expresión Gráfica,7894561EXP,ING-Electrónica,2022/2023,zZBZw#####,M7QB,Plan 2018,Básica,ULL015,N25H
267,Electrónica de Potencia,7894561EPO,ING-Electrónica,2022/2023,zZBZw#####,M7QB,Plan 2018,Básica,ULL015,N25H
268,Fisíca 2,7894531FIS,ING-Electrónica,2022/2023,zZBZw#####,M7QB,Plan 2018,Básica,ULL015,N25H
269,Ingeniería de Materiales,7894561IMA,ING-Electrónica,2022/2023,zZBZw#####,M7QB,Plan 2018,Básica,ULL015,N25H
270,Preveción de Riesgos Laborales,7894561PRL,ING-Electrónica,2019/2020,SiySb#####,M7QB,Plan 2018,Básica,ULL015,N25H
271,Fundamentos Matemáticos,7894561FMA,ING-Electrónica,2019/2020,SiySb#####,M7QB,Plan 2018,Básica,ULL015,N25H
272,Fundamentos Químicos en la Ingeniería,7894561FQU,ING-Electrónica,2019/2020,SiySb#####,M7QB,Plan 2018,Básica,ULL015,N25H
273,Informática,7894561INF,ING-Electrónica,2019/2020,SiySb#####,M7QB,Plan 2018,Básica,ULL015,N25H
274,Tecnología de Procesos de Fabricación,7894561TPF,ING-Electrónica,2019/2020,SiySb#####,M7QB,Plan 2018,Básica,ULL015,N25H
275,Prácticas Clinicas IV,5689741PC4,SALUD-Enfermería,2018/2019,oLwtq#####,M7QB,Plan 2018,Básica,ULL015,N25H
276,Fisiología y Fisiopatología,5689741FFI,SALUD-Enfermería,2018/2019,oLwtq#####,M7QB,Plan 2018,Básica,ULL015,N25H
277,Trabajo Fin de Grado,5689741TFG,SALUD-Enfermería,2018/2019,oLwtq#####,M7QB,Plan 2018,Básica,ULL015,N25H
278,Física Aplicada,5689741FAP,SALUD-Enfermería,2018/2019,oLwtq#####,M7QB,Plan 2018,Básica,ULL015,N25H
279,Prácticas Clínicas II,5689741PC2,SALUD-Enfermería,2018/2019,oLwtq#####,M7QB,Plan 2018,Básica,ULL015,N25H
280,Prácticas Clínicas II,5689741PC2,SALUD-Enfermería,2021/2022,aHyil#####,M7QB,Plan 2018,Básica,ULL015,N25H
281,Prácticas Clinicas I,5689741PCI,SALUD-Enfermería,2021/2022,aHyil#####,M7QB,Plan 2018,Básica,ULL015,N25H
282,Trabajo Fin de Grado,5689741TFG,SALUD-Enfermería,2021/2022,aHyil#####,M7QB,Plan 2018,Básica,ULL015,N25H
283,Enfermería Clinica I,5689741ECI,SALUD-Enfermería,2021/2022,aHyil#####,M7QB,Plan 2018,Básica,ULL015,N25H
284,Enfermería Comunitaria,5689741ECO,SALUD-Enfermería,2021/2022,aHyil#####,M7QB,Plan 2018,Básica,ULL015,N25H
285,Sistemas y Tecnologías Web Servidor,3568974STS,M-Informática,2021/2022,mkbqy#####,M7QB,Plan 2018,Básica,ULL015,N25H
286,Computación en la Nube,3568974CCN,M-Informática,2021/2022,mkbqy#####,M7QB,Plan 2018,Básica,ULL015,N25H
287,Trabajo de Fin de Máster,3568974TFM,M-Informática,2021/2022,mkbqy#####,M7QB,Plan 2018,Básica,ULL015,N25H
288,Ánalisis de Datos Masivos,3568974ADM,M-Informática,2021/2022,mkbqy#####,M7QB,Plan 2018,Básica,ULL015,N25H
289,Sistemas y Tecnologías Web Cliente,3568974STW,M-Informática,2021/2022,mkbqy#####,M7QB,Plan 2018,Básica,ULL015,N25H
290,Informática Básica,3012315INF,ING-Informática,2022/2023,NvhIE#####,M7QB,Plan 2018,Básica,ULL015,N25H
291,Gestión de la Calidad,3568974GCA,ING-Informática,2022/2023,NvhIE#####,M7QB,Plan 2018,Básica,ULL015,N25H
292,Estructuras de Computadores,3012315EST,ING-Informática,2022/2023,NvhIE#####,M7QB,Plan 2018,Básica,ULL015,N25H
293,Informática Básica,3012315INF,ING-Informática,2022/2023,NvhIE#####,M7QB,Plan 2018,Básica,ULL015,N25H
294,Ingeniería Logística,3568974LOG,ING-Informática,2022/2023,NvhIE#####,M7QB,Plan 2018,Básica,ULL015,N25H
295,Cálculo,3012315CAL,ING-Informática,2022/2023,mMEQl#####,M7QB,Plan 2018,Básica,ULL015,N25H
296,Fundamentos de Ingeniería del Software,3012315FIS,ING-Informática,2022/2023,mMEQl#####,M7QB,Plan 2018,Básica,ULL015,N25H
297,Principios de Computadores,3012315PRI,ING-Informática,2022/2023,mMEQl#####,M7QB,Plan 2018,Básica,ULL015,N25H
298,Fundamentos de Ingeniería del Software,3012315FIS,ING-Informática,2022/2023,mMEQl#####,M7QB,Plan 2018,Básica,ULL015,N25H
299,Optimización,3012315OPT,ING-Informática,2022/2023,mMEQl#####,M7QB,Plan 2018,Básica,ULL015,N25H
300,Seguridad en Sistemas y Tecnologías Web,3568974SST,M-Informática,2018/2019,jiwuX#####,M7QB,Plan 2018,Básica,ULL015,N25H
301,Sistemas y Tecnologías Web Cliente,3568974STW,M-Informática,2018/2019,jiwuX#####,M7QB,Plan 2018,Básica,ULL015,N25H
302,Ánalisis de Datos Masivos,3568974ADM,M-Informática,2018/2019,jiwuX#####,M7QB,Plan 2018,Básica,ULL015,N25H
303,Sistemas y Tecnologías Despliegue y Mantenimiento,3568974SDM,M-Informática,2018/2019,jiwuX#####,M7QB,Plan 2018,Básica,ULL015,N25H
304,Sistemas y Tecnologías Web Servidor,3568974STS,M-Informática,2018/2019,jiwuX#####,M7QB,Plan 2018,Básica,ULL015,N25H
305,Trabajo de Fin de Máster,3568974TFM,M-Informática,2019/2020,aHjjc#####,M7QB,Plan 2018,Básica,ULL015,N25H
306,Gestión de Comunicación y Conocimiento Empresarial,3568974GCE,M-Informática,2019/2020,aHjjc#####,M7QB,Plan 2018,Básica,ULL015,N25H
307,Computación en la Nube,3568974CCN,M-Informática,2019/2020,aHjjc#####,M7QB,Plan 2018,Básica,ULL015,N25H
308,Sistemas y Tecnologías Web Servidor,3568974STS,M-Informática,2019/2020,aHjjc#####,M7QB,Plan 2018,Básica,ULL015,N25H
309,Sistemas y Tecnologías Web Cliente,3568974STW,M-Informática,2019/2020,aHjjc#####,M7QB,Plan 2018,Básica,ULL015,N25H
310,Sistemas Electrónicos Digitales,3012315SED,ING-Informática,2019/2020,VWIYh#####,M7QB,Plan 2018,Básica,ULL015,N25H
311,Cálculo,3012315CAL,ING-Informática,2019/2020,VWIYh#####,M7QB,Plan 2018,Básica,ULL015,N25H
312,Gestión de Riesgos en Ingeniería del Software,3568974GRI,ING-Informática,2019/2020,VWIYh#####,M7QB,Plan 2018,Básica,ULL015,N25H
313,Código Deontológico y Aspectos Legales,3012315COD,ING-Informática,2019/2020,VWIYh#####,M7QB,Plan 2018,Básica,ULL015,N25H
314,Informática Básica,3012315INF,ING-Informática,2019/2020,VWIYh#####,M7QB,Plan 2018,Básica,ULL015,N25H
315,Ánalisis de Datos Masivos,3568974ADM,M-Informática,2018/2019,IDHHS#####,M7QB,Plan 2018,Básica,ULL015,N25H
316,Sistemas y Tecnologías Web Servidor,3568974STS,M-Informática,2018/2019,IDHHS#####,M7QB,Plan 2018,Básica,ULL015,N25H
317,Trabajo de Fin de Máster,3568974TFM,M-Informática,2018/2019,IDHHS#####,M7QB,Plan 2018,Básica,ULL015,N25H
318,Seguridad en Sistemas y Tecnologías Web,3568974SST,M-Informática,2018/2019,IDHHS#####,M7QB,Plan 2018,Básica,ULL015,N25H
319,Sistemas y Tecnologías Web Cliente,3568974STW,M-Informática,2018/2019,IDHHS#####,M7QB,Plan 2018,Básica,ULL015,N25H
320,Computación en la Nube,3568974CCN,M-Informática,2017/2018,hxbAI#####,M7QB,Plan 2018,Básica,ULL015,N25H
321,Sistemas y Tecnologías Despliegue y Mantenimiento,3568974SDM,M-Informática,2017/2018,hxbAI#####,M7QB,Plan 2018,Básica,ULL015,N25H
322,Trabajo de Fin de Máster,3568974TFM,M-Informática,2017/2018,hxbAI#####,M7QB,Plan 2018,Básica,ULL015,N25H
323,Sistemas y Técnologías Web Arquitectura,3568974STA,M-Informática,2017/2018,hxbAI#####,M7QB,Plan 2018,Básica,ULL015,N25H
324,Dirección y Gestión de Proyectos,3568974DGP,M-Informática,2017/2018,hxbAI#####,M7QB,Plan 2018,Básica,ULL015,N25H
325,Prácticas Externas,5689741PRE,SALUD-Enfermería,2019/2020,rOBZt#####,M7QB,Plan 2018,Básica,ULL015,N25H
326,Procesos Psicosociales,5689741PPS,SALUD-Enfermería,2019/2020,rOBZt#####,M7QB,Plan 2018,Básica,ULL015,N25H
327,Trabajo Fin de Grado,5689741TFG,SALUD-Enfermería,2019/2020,rOBZt#####,M7QB,Plan 2018,Básica,ULL015,N25H
328,Investigación y Enfermería, 5689741IYE,SALUD-Enfermería,2019/2020,rOBZt#####,M7QB,Plan 2018,Básica,ULL015,N25H
329,Prácticas Clinicas III,5689741PC3,SALUD-Enfermería,2019/2020,rOBZt#####,M7QB,Plan 2018,Básica,ULL015,N25H
330,Inglés Aplicado para la Comunicación en Salud,5689741IAC,SALUD-Enfermería,2018/2019,ByhOj#####,M7QB,Plan 2018,Básica,ULL015,N25H
331,Enfermería Clinica Avanzada I,5689741ECA,SALUD-Enfermería,2018/2019,ByhOj#####,M7QB,Plan 2018,Básica,ULL015,N25H
332,Enfermería Clinica II,5689741ECI,SALUD-Enfermería,2018/2019,ByhOj#####,M7QB,Plan 2018,Básica,ULL015,N25H
333,Bases Teóricas y Metodológicas de la Enfermería,5689741BME,SALUD-Enfermería,2018/2019,ByhOj#####,M7QB,Plan 2018,Básica,ULL015,N25H
334,Fisiología y Fisiopatología,5689741FFI,SALUD-Enfermería,2018/2019,ByhOj#####,M7QB,Plan 2018,Básica,ULL015,N25H
335,Preveción de Riesgos Laborales,7894561PRL,ING-Electrónica,2022/2023,xvSar#####,M7QB,Plan 2018,Básica,ULL015,N25H
336,Ingeniería de Materiales,7894561IMA,ING-Electrónica,2022/2023,xvSar#####,M7QB,Plan 2018,Básica,ULL015,N25H
337,Fundamentos Matemáticos,7894561FMA,ING-Electrónica,2022/2023,xvSar#####,M7QB,Plan 2018,Básica,ULL015,N25H
338,Física 1,7894561FIS,ING-Electrónica,2022/2023,xvSar#####,M7QB,Plan 2018,Básica,ULL015,N25H
339,Organización y Gestión Empresarial,7894561OGE,ING-Electrónica,2022/2023,xvSar#####,M7QB,Plan 2018,Básica,ULL015,N25H
340,Enfermería en Quirófano,5689741EQI,SALUD-Enfermería,2021/2022,InXNL#####,M7QB,Plan 2018,Básica,ULL015,N25H
341,Prácticas Clinicas III,5689741PC3,SALUD-Enfermería,2021/2022,InXNL#####,M7QB,Plan 2018,Básica,ULL015,N25H
342,Fisiología y Fisiopatología,5689741FFI,SALUD-Enfermería,2021/2022,InXNL#####,M7QB,Plan 2018,Básica,ULL015,N25H
343,Enfermería Clinica I,5689741ECI,SALUD-Enfermería,2021/2022,InXNL#####,M7QB,Plan 2018,Básica,ULL015,N25H
344,Prácticas Clinicas IV,5689741PC4,SALUD-Enfermería,2021/2022,InXNL#####,M7QB,Plan 2018,Básica,ULL015,N25H
345,Educación para la Salud,5689741EPS,SALUD-Enfermería,2019/2020,oVKzi#####,M7QB,Plan 2018,Básica,ULL015,N25H
346,Enfermería de la Infancia y Adolescencia,5689741EIA,SALUD-Enfermería,2019/2020,oVKzi#####,M7QB,Plan 2018,Básica,ULL015,N25H
347,Antropología y Bases Teóricas de la Enfermería,5689741ABE,SALUD-Enfermería,2019/2020,oVKzi#####,M7QB,Plan 2018,Básica,ULL015,N25H
348,Enfermería Clinica II,5689741ECI,SALUD-Enfermería,2019/2020,oVKzi#####,M7QB,Plan 2018,Básica,ULL015,N25H
349,Fisiología y Fisiopatología,5689741FFI,SALUD-Enfermería,2019/2020,oVKzi#####,M7QB,Plan 2018,Básica,ULL015,N25H
350,Enfermería Clinica II,5689741ECI,SALUD-Enfermería,2022/2023,WMmvh#####,M7QB,Plan 2018,Básica,ULL015,N25H
