indice,asignatura,calif_numerica,calif,cod_asig,cod_plan,conv,curso_aca,id,plan,universidad,cod_universidad
186,Cálculo,5.6,Aprobado,3012315CAL,ING-Informática,Julio,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
187,Cálculo,2.8,Suspenso,3012315CAL,ING-Informática,Enero,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
188,Fundamentos Físicos,6.3,Aprobado,3012315FIS,ING-Informática,Enero,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
189,Organizaciones Empresariales,5.1,Aprobado,3012315ORG,ING-Informática,Julio,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
190,Organizaciones Empresariales,3.5,Suspenso,3012315ORG,ING-Informática,Enero,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
191,Algoritmos y Estructuras de Datos,2.4,Suspenso,3012315AED,ING-Informática,Julio,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
192,Algoritmos y Estructuras de Datos,5.4,Aprobado,3012315AED,ING-Informática,Septiembre,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
193,Principios de Computadores,2.8,Suspenso,3012315PRI,ING-Informática,Junio,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
194,Principios de Computadores,6.4,Aprobado,3012315PRI,ING-Informática,Julio,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
195,Optimización,,No presentado,3012315OPT,ING-Informática,Junio,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
196,Optimización,,No presentado,3012315OPT,ING-Informática,Julio,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
197,Optimización,,No presentado,3012315OPT,ING-Informática,Septiembre,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
198,Optimización,7.5,Notable,3012315OPT,ING-Informática,Junio,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
199,Sistemas Electrónicos Digitales,,No presentado,3012315SED,ING-Informática,Junio,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
200,Sistemas Electrónicos Digitales,,No presentado,3012315SED,ING-Informática,Julio,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
201,Sistemas Electrónicos Digitales,,No presentado,3012315SED,ING-Informática,Septiembre,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
202,Sistemas Electrónicos Digitales,8.5,Notable,3012315SED,ING-Informática,Junio,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
203,Expresión Gráfica,7.1,Notable,3012315EXP,ING-Informática,Junio,2018/2019,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
204,Estadística,5.0,Aprobado,3012315EST,ING-Informática,Julio,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
205,Estadística,3.1,Suspenso,3012315EST,ING-Informática,Enero,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
206,Computabilidad y Algoritmia,3.8,Suspenso,3012315COM,ING-Informática,Julio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
207,Computabilidad y Algoritmia,,No presentado,3012315COM,ING-Informática,Septiembre,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
208,Computabilidad y Algoritmia,,No presentado,3012315COM,ING-Informática,Enero,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
209,Computabilidad y Algoritmia,,No presentado,3012315COM,ING-Informática,Julio,2022/2023,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
210,Computabilidad y Algoritmia,,No presentado,3012315COM,ING-Informática,Enero,2022/2023,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
211,Computabilidad y Algoritmia,5.7,Aprobado,3012315COM,ING-Informática,Enero,2023/2024,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
212,Estructuras de Computadores,8.2,Notable,3012315EST,ING-Informática,Julio,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
213,Sistemas Operativos,,No presentado,3012315SIS,ING-Informática,Julio,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
214,Sistemas Operativos,,No presentado,3012315SIS,ING-Informática,Septiembre,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
215,Sistemas Operativos,,No presentado,3012315SIS,ING-Informática,Enero,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
216,Sistemas Operativos,7.3,Notable,3012315SIS,ING-Informática,Julio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
217,Inglés Técnico,8.5,Notable,3012315ING,ING-Informática,Julio,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
218,Algoritmos y Estructuras de Datos Avanzados,,No presentado,3568974ALA,ING-Informática,Junio,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
219,Algoritmos y Estructuras de Datos Avanzados,,No presentado,3568974ALA,ING-Informática,Julio,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
220,Algoritmos y Estructuras de Datos Avanzados,,No presentado,3568974ALA,ING-Informática,Septiembre,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
221,Algoritmos y Estructuras de Datos Avanzados,,No presentado,3568974ALA,ING-Informática,Junio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
222,Algoritmos y Estructuras de Datos Avanzados,,No presentado,3568974ALA,ING-Informática,Julio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
223,Algoritmos y Estructuras de Datos Avanzados,,No presentado,3568974ALA,ING-Informática,Septiembre,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
224,Algoritmos y Estructuras de Datos Avanzados,7.3,Notable,3568974ALA,ING-Informática,Mayo,2022/2023,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
225,Redes y Sistemas Distribuidos,4.5,Suspenso,3568974RED,ING-Informática,Junio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
226,Redes y Sistemas Distribuidos,7.6,Notable,3568974RED,ING-Informática,Julio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
227,Administración de Sistemas,7.0,Notable,3568974ADM,ING-Informática,Junio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
228,Fundamentos de Ingeniería del Software,7.4,Notable,3012315FIS,ING-Informática,Junio,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
229,Código Deontológico y Aspectos Legales,9.3,Sobresaliente,3012315COD,ING-Informática,Junio,2019/2020,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
230,Bases de Datos,,No presentado,3568974BDA,ING-Informática,Julio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
231,Bases de Datos,,No presentado,3568974BDA,ING-Informática,Septiembre,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
232,Bases de Datos,,No presentado,3568974BDA,ING-Informática,Enero,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
233,Bases de Datos,5.0,Aprobado,3568974BDA,ING-Informática,Julio,2022/2023,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
234,Bases de Datos,4.0,Suspenso,3568974BDA,ING-Informática,Septiembre,2022/2023,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
235,Inteligencia Artificial,,No presentado,3568974INT,ING-Informática,Enero,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
236,Inteligencia Artificial,5.0,Aprobado,3568974INT,ING-Informática,Julio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
237,Sistemas de Interacción Persona-Computador,7.1,Notable,3568974SIP,ING-Informática,Enero,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
238,Lenguajes y Paradigmas de Programación,5.8,Aprobado,3568974LPP,ING-Informática,Enero,2022/2023,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
239,Gestión de Proyectos Informáticos,5.8,Aprobado,3568974GPI,ING-Informática,Enero,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
240,Modelado de Sistemas Software,,No presentado,3568974MSS,ING-Informática,Julio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
241,Modelado de Sistemas Software,,No presentado,3568974MSS,ING-Informática,Septiembre,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
242,Modelado de Sistemas Software,,No presentado,3568974MSS,ING-Informática,Junio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
243,Modelado de Sistemas Software,6.2,Aprobado,3568974MSS,ING-Informática,Mayo,2022/2023,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
244,Análisis de Sistemas Software,5.3,Aprobado,3568974ASS,ING-Informática,Junio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
245,Modelado de Datos,7.3,Notable,3568974MOD,ING-Informática,Junio,2020/2021,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
246,Gestión de la Calidad,7.7,Notable,3568974GCA,ING-Informática,Mayo,2022/2023,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
247,Gestión de Riesgos en Ingeniería del Software,8.8,Notable,3568974GRI,ING-Informática,Mayo,2022/2023,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
248,Visión por Computador,7.6,Notable,3568974VPC,ING-Informática,Enero,2023/2024,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
249,Robótica Computacional,7.9,Notable,3568974RCO,ING-Informática,Enero,2023/2024,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
250,Inteligencia Emocional,6.1,Aprobado,3568974IEM,ING-Informática,Mayo,2022/2023,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
251,Laboratorio de Desarrollo y Herramientas,9.3,Sobresaliente,3568974LDH,ING-Informática,Enero,2023/2024,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
252,Normativa y Regulación,7.5,Notable,3568974NOR,ING-Informática,Enero,2022/2023,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
253,Diseño Arquitectónico y Patrones,8.2,Notable,3568974DAP,ING-Informática,Enero,2023/2024,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
254,Prácticas Externas,10.0,Sobresaliente,3568974PRE,ING-Informática,Mayo,2023/2024,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
255,Trabajo Fin de Grado,10.0,Sobresaliente,3568974TFG,ING-Informática,Julio,2023/2024,FRA98765,Plan 2018,Universidad de la Laguna,ULL015
256,Dirección y Gestión de Proyectos,8.5,Notable,3568974DGP,M-Informática,Enero,2023/2024,FPM12345,Plan 2018,Universidad de la Laguna,ULL015
257,Administración de Infraestructuras TIC y Sistemas,6.5,Aprobado,3568974AIT,M-Informática,Enero,2023/2024,FPM12345,Plan 2018,Universidad de la Laguna,ULL015
258,Sistemas y Tecnologías Web Cliente,7.5,Notable,3568974STW,M-Informática,Enero,2023/2024,FPM12345,Plan 2018,Universidad de la Laguna,ULL015
259,Sistemas y Tecnologías Web Servidor,5.5,Aprobado,3568974STS,M-Informática,Enero,2023/2024,FPM12345,Plan 2018,Universidad de la Laguna,ULL015
260,Gestión de Comunicación y Conocimiento Empresarial,8.5,Notable,3568974GCE,M-Informática,Enero,2023/2024,FPM12345,Plan 2018,Universidad de la Laguna,ULL015
261,Computación en la Nube,7.5,Notable,3568974CCN,M-Informática,Enero,2023/2024,FPM12345,Plan 2018,Universidad de la Laguna,ULL015
262,Ánalisis de Datos Masivos,9.5,Sobresaliente,3568974ADM,M-Informática,Enero,2023/2024,FPM12345,Plan 2018,Universidad de la Laguna,ULL015
263,Sistemas y Técnologías Web Arquitectura,9.1,Sobresaliente,3568974STA,M-Informática,Enero,2023/2024,FPM12345,Plan 2018,Universidad de la Laguna,ULL015
264,Sistemas y Tecnologías Despliegue y Mantenimiento,8.5,Notable,3568974SDM,M-Informática,Enero,2023/2024,FPM12345,Plan 2018,Universidad de la Laguna,ULL015
265,Seguridad en Sistemas y Tecnologías Web,9.5,Sobresaliente,3568974SST,M-Informática,Enero,2023/2024,FPM12345,Plan 2018,Universidad de la Laguna,ULL015
266,Trabajo de Fin de Máster,9.5,Sobresaliente,3568974TFM,M-Informática,Enero,2024/2025,FPM12345,Plan 2018,Universidad de la Laguna,ULL015
267,Física 1,7.5,Notable,7894561FIS,ING-Electrónica,Enero,2017/2018,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
268,Expresión Gráfica,8.5,Notable,7894561EXP,ING-Electrónica,Enero,2017/2018,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
269,Informática,6.5,Aprobado,7894561INF,ING-Electrónica,Enero,2017/2018,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
270,Fundamentos Matemáticos,9.2,Sobresaliente,7894561FMA,ING-Electrónica,Enero,2017/2018,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
271,Física 2,3.2,Suspenso,7894561FIS,ING-Electrónica,Enero,2017/2018,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
272,Física 2,5.2,Aprobado,7894561FIS,ING-Electrónica,Julio,2017/2018,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
273,Métodos Estadísticos,8.5,Notable,7894561MES,ING-Electrónica,Enero,2017/2018,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
274,Cálculo,4.1,Suspenso,7894561CAL,ING-Electrónica,Enero,2017/2018,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
275,Cálculo,5.1,Aprobado,7894561CAL,ING-Electrónica,Julio,2017/2018,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
276,Fundamentos Químicos en la Ingeniería,7.5,Notable,7894561FQU,ING-Electrónica,Enero,2017/2018,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
277,Organización y Gestión Empresarial,8.5,Notable,7894561OGE,ING-Electrónica,Enero,2017/2018,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
278,Ingeniería Fluidomecánica,7.5,Notable,7894561IFL,ING-Electrónica,Julio,2018/2019,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
279,Ingeniería de Materiales,8.5,Notable,7894561IMA,ING-Electrónica,Julio,2018/2019,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
280,Automatización y Control Industrial,9.5,Sobresaliente,7894561ACI,ING-Electrónica,Julio,2018/2019,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
281,Fundamentos de Ingeniería Eléctrica,7.5,Notable,7894561FIE,ING-Electrónica,Julio,2018/2019,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
282,Fundamentos de Ingeniería Electrónica,8.5,Notable,7894561FIE,ING-Electrónica,Julio,2018/2019,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
283,Elasticidad y Resistencia de los Materiales,5.6,Aprobado,7894561ERM,ING-Electrónica,Julio,2018/2019,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
284,Ingeniería Térmica,7.5,Notable,7894561ITE,ING-Electrónica,Julio,2018/2019,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
285,Técnología de Procesos de Fabricación,8.5,Notable,7894561TPF,ING-Electrónica,Julio,2018/2019,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
286,Organización y Gestión de Proyectos,9.5,Sobresaliente,7894561OGP,ING-Electrónica,Julio,2018/2019,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
287,Electrónica Analógica,7.5,Notable,7894561EAN,ING-Electrónica,Julio,2019/2020,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
288,Electrónica Digital,8.5,Notable,7894561EDI,ING-Electrónica,Julio,2019/2020,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
289,Modelado y Simulación de Sistemas,9.5,Sobresaliente,7894561MSS,ING-Electrónica,Julio,2019/2020,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
290,Ampliación de Ingeniería Eléctrica,7.5,Notable,7894561AIE,ING-Electrónica,Julio,2019/2020,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
291,Prevención de Riesgos Laborales,6.2,Aprobado,7894561PRL,ING-Electrónica,Julio,2019/2020,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
292,Instrumentación Electrónica,7.5,Notable,7894561INE,ING-Electrónica,Julio,2019/2020,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
293,Ingeniería de Control,8.5,Notable,7894561ICO,ING-Electrónica,Julio,2019/2020,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
294,Sistemas de Comunicación,9.5,Sobresaliente,7894561SDC,ING-Electrónica,Julio,2019/2020,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
295,Sistemas Robotizados,7.5,Notable,7894561SRO,ING-Electrónica,Julio,2019/2020,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
296,Oficina Técnica/Proyectos,7.5,Notable,7894561OTP,ING-Electrónica,Julio,2020/2021,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
297,Electrónica de Potencia,5.23,Aprobado,7894561EPO,ING-Electrónica,Julio,2020/2021,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
298,Informática Industrial,8.5,Notable,7894561IIN,ING-Electrónica,Julio,2020/2021,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
299,Automatización Industrial Anazada,9.5,Sobresaliente,7894561AIA,ING-Electrónica,Julio,2020/2021,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
300,Proyectos de Instalaciones,7.5,Notable,7894561PIN,ING-Electrónica,Julio,2020/2021,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
301,Prácticas Externas,9.5,Sobresaliente,7894561PRE,ING-Electrónica,Julio,2020/2021,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
302,Trabajo Fin de Grado,9.5,Sobresaliente,7894561TFG,ING-Electrónica,Julio,2020/2021,EJM11111,Plan 2018,Universidad de la Laguna,ULL015
303,Fisiología y Fisiopatología,6.2,Aprobado,5689741FFI,SALUD-Enfermería,Enero,2017/2018,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
304,Investigación y Enfermería,8.5,Notable,5689741IYE,SALUD-Enfermería,Enero,2017/2018,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
305,Anatomía Humana e Histología,7.5,Notable,5689741AAH,SALUD-Enfermería,Enero,2017/2018,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
306,Bioquímica y Nutrición,8.5,Notable,5689741BQN,SALUD-Enfermería,Enero,2017/2018,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
307,Antropología y Bases Teóricas de la Enfermería,9.5,Sobresaliente,5689741ABE,SALUD-Enfermería,Enero,2017/2018,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
308,Física Aplicada,7.5,Notable,5689741FAP,SALUD-Enfermería,Enero,2017/2018,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
309,Inglés para la Salud,8.5,Notable,5689741IPS,SALUD-Enfermería,Enero,2017/2018,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
310,Educación para la Salud,7.5,Notable,5689741EPS,SALUD-Enfermería,Enero,2017/2018,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
311,Prácticas Clinicas I,9.5,Sobresaliente,5689741PCI,SALUD-Enfermería,Enero,2017/2018,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
312,Enfermería Clinica I,6.2,Aprobado,5689741ECI,SALUD-Enfermería,Enero,2018/2019,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
313,Cienias Psicosociales Aplicadas,7.2,Notable,5689741CPA,SALUD-Enfermería,Enero,2018/2019,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
314,Farmacología y Diétitica,9.2,Sobresaliente,5689741FDI,SALUD-Enfermería,Enero,2018/2019,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
315,Bases Teóricas y Metodológicas de la Enfermería,5.0,Aprobado,5689741BME,SALUD-Enfermería,Enero,2018/2019,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
316,Enfermería Comunitaria,9.2,Sobresaliente,5689741ECO,SALUD-Enfermería,Enero,2018/2019,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
317,Enfermería Clinica II,6.2,Aprobado,5689741ECI,SALUD-Enfermería,Enero,2018/2019,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
318,Prácticas Clinicas II,7.3,Notable,5689741PC2,SALUD-Enfermería,Enero,2018/2019,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
319,Enfermería de la Infancia y Adolescencia,6.7,Aprobado,5689741EIA,SALUD-Enfermería,Enero,2019/2020,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
320,Enfermería Clinica Avanzada I,8.2,Notable,5689741ECA,SALUD-Enfermería,Enero,2019/2020,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
321,Prácticas Clinicas III,7.2,Notable,5689741PC3,SALUD-Enfermería,Enero,2019/2020,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
322,Prácticas Clinicas IV,5.2,Aprobado,5689741PC4,SALUD-Enfermería,Enero,2019/2020,KKK00000,Plan 2018,Universidad de la Laguna,ULL015
