indice,conv,curso_aca,especialidad,id,nota_bach,nota_def,nota_prue,universidad,cod_universidad
286,C58,2019/2020,blanditiis,XnM76258,7.08,6.92,9.33,Universidad de Madrid,UDM01
287,C13,2023/2024,illo,dqZ35217,7.44,5.98,5.51,Universidad de Barcelona,UDB02
288,C38,2018/2019,nostrum,czP89888,8.22,7.86,9.78,Universidad de Barcelona,UDB02
289,C74,2023/2024,dignissimos,NbF79069,5.39,8.91,9.14,Universidad de La Laguna,ULL03
290,C17,2022/2023,ex,QbM11960,8.05,8.98,7.35,Universidad de La Laguna,ULL03
291,C31,2023/2024,esse,Eie53539,5.86,5.33,8.26,Universidad de Madrid,UDM01
292,C85,2019/2020,corporis,ZNL51480,8.13,5.94,9.12,Universidad de Madrid,UDM01
293,C90,2020/2021,repellat,MEV10517,5.84,8.95,6.7,Universidad de Madrid,UDM01
294,C06,2023/2024,perspiciatis,Spy70918,5.53,5.69,8.32,Universidad de Madrid,UDM01
295,C15,2019/2020,commodi,Gpe59856,5.23,8.54,6.57,Universidad de Barcelona,UDB02
296,C64,2017/2018,laudantium,GQQ64709,7.98,7.91,8.88,Universidad de La Laguna,ULL03
297,C03,2023/2024,dolorem,JbK69743,7.89,6.69,9.95,Universidad de Madrid,UDM01
298,C07,2022/2023,et,Aaq50864,5.93,5.79,6.95,Universidad de Madrid,UDM01
299,C07,2019/2020,ipsum,bJq70017,9.6,7.05,9.66,Universidad de Madrid,UDM01
300,C97,2017/2018,distinctio,TCE92205,9.35,7.92,6.53,Universidad de Barcelona,UDB02
301,C04,2023/2024,recusandae,xZm55456,5.97,7.03,8.06,Universidad de Barcelona,UDB02
302,C36,2018/2019,ea,uuk66864,5.33,8.24,9.62,Universidad de Madrid,UDM01
303,C39,2023/2024,minus,lGc27711,8.55,8.42,5.08,Universidad de La Laguna,ULL03
304,C36,2019/2020,voluptatum,Dpe96881,7.83,8.57,5.81,Universidad de Madrid,UDM01
305,C63,2018/2019,quam,bPI82542,8.5,6.74,5.3,Universidad de Barcelona,UDB02
306,C70,2019/2020,eius,CtR16129,5.56,9.3,5.97,Universidad de Madrid,UDM01
307,C32,2020/2021,officiis,LZy28837,5.01,8.97,5.55,Universidad de Barcelona,UDB02
308,C55,2021/2022,nihil,NEF11846,7.28,6.81,8.22,Universidad de La Laguna,ULL03
309,C74,2023/2024,iusto,NCe97570,6.51,8.78,6.06,Universidad de Madrid,UDM01
310,C53,2019/2020,illum,rrj11582,6.57,6.96,8.56,Universidad de Madrid,UDM01
311,C48,2018/2019,iure,NEU90797,5.4,8.95,6.53,Universidad de La Laguna,ULL03
312,C03,2023/2024,totam,kZv65152,8.49,9.78,7.37,Universidad de La Laguna,ULL03
313,C63,2020/2021,quia,wDX20523,5.14,9.59,9.76,Universidad de La Laguna,ULL03
314,C59,2019/2020,neque,gkg62699,7.3,6.32,9.04,Universidad de Madrid,UDM01
315,C08,2020/2021,ratione,Gbz68991,8.17,8.33,6.87,Universidad de La Laguna,ULL03
316,C87,2022/2023,deleniti,PIu89859,5.82,7.57,7.69,Universidad de Barcelona,UDB02
317,C45,2020/2021,expedita,AcN87251,7.79,5.06,9.57,Universidad de La Laguna,ULL03
318,C87,2022/2023,officia,OKE99736,7.43,9.58,7.12,Universidad de Barcelona,UDB02
319,C31,2023/2024,vel,HMK58968,6.01,6.34,6.4,Universidad de Barcelona,UDB02
320,C20,2019/2020,maiores,AJn69162,8.66,6.28,6.71,Universidad de Madrid,UDM01
321,C54,2019/2020,maiores,PwF27492,6.5,9.97,7.59,Universidad de Madrid,UDM01
322,C70,2020/2021,reprehenderit,Uoe93302,5.46,7.35,8.53,Universidad de Madrid,UDM01
323,C98,2018/2019,reiciendis,iRC97724,5.89,9.13,9.26,Universidad de La Laguna,ULL03
324,C05,2023/2024,voluptas,LGC82022,9.11,5.12,8.59,Universidad de Barcelona,UDB02
325,C93,2023/2024,necessitatibus,nfi84142,7.81,9.98,9.74,Universidad de Madrid,UDM01
326,C39,2023/2024,nisi,gQL41189,6.14,5.85,5.32,Universidad de Barcelona,UDB02
327,C05,2022/2023,eius,vTE90499,7.33,9.1,8.53,Universidad de Madrid,UDM01
328,C61,2018/2019,dolorem,EAn45390,9.52,9.06,5.88,Universidad de Barcelona,UDB02
329,C16,2018/2019,laboriosam,cEs15918,6.47,5.5,8.86,Universidad de Barcelona,UDB02
330,C08,2023/2024,illum,kbE90117,8.02,5.55,8.71,Universidad de Barcelona,UDB02
331,C68,2022/2023,earum,UwE42497,7.9,7.62,8.4,Universidad de Barcelona,UDB02
332,C89,2020/2021,repellat,XKN84014,8.78,7.77,8.16,Universidad de Madrid,UDM01
333,C92,2019/2020,earum,utV09190,6.87,5.87,6.44,Universidad de La Laguna,ULL03
334,C84,2022/2023,numquam,suv07187,9.97,5.35,7.57,Universidad de Barcelona,UDB02
335,C93,2022/2023,minima,HkF72183,9.57,8.45,8.09,Universidad de Madrid,UDM01
336,C56,2019/2020,vitae,vIZ20671,8.56,5.23,6.42,Universidad de La Laguna,ULL03
337,C71,2022/2023,eligendi,UyZ51784,8.96,8.18,6.89,Universidad de La Laguna,ULL03
338,C78,2022/2023,expedita,YoY62172,6.11,6.31,6.42,Universidad de La Laguna,ULL03
339,C04,2018/2019,nostrum,IUb12074,7.54,7.23,6.01,Universidad de La Laguna,ULL03
340,C25,2017/2018,quidem,SIw83223,5.3,7.97,7.53,Universidad de La Laguna,ULL03
341,C17,2023/2024,ipsam,mXG05426,9.74,7.18,8.09,Universidad de Madrid,UDM01
342,C43,2023/2024,deleniti,fKK03743,8.45,8.86,5.51,Universidad de Barcelona,UDB02
343,C18,2017/2018,quasi,pBA87958,6.23,5.47,6.1,Universidad de La Laguna,ULL03
344,C46,2022/2023,facere,xVs69719,8.3,9.41,5.91,Universidad de Barcelona,UDB02
345,C03,2022/2023,consequuntur,vhr23517,7.47,8.9,7.7,Universidad de Madrid,UDM01
346,C66,2019/2020,consectetur,OOg39177,8.65,7.63,5.22,Universidad de La Laguna,ULL03
347,C28,2020/2021,asperiores,Sgj48984,9.04,5.7,7.47,Universidad de Madrid,UDM01
348,C31,2021/2022,minima,zOE25623,6.03,6.58,5.43,Universidad de Barcelona,UDB02
349,C00,2022/2023,eum,yyb55717,7.53,8.77,6.57,Universidad de La Laguna,ULL03
350,C43,2023/2024,quo,urS39016,8.88,6.76,9.1,Universidad de Madrid,UDM01
351,C39,2023/2024,cupiditate,ICQ38652,8.94,6.43,9.02,Universidad de Barcelona,UDB02
352,C65,2017/2018,recusandae,ySy93979,5.51,7.03,5.56,Universidad de La Laguna,ULL03
353,C11,2017/2018,illo,LBG07722,7.37,7.88,6.79,Universidad de Barcelona,UDB02
354,C32,2017/2018,quidem,crG55708,7.49,9.37,8.27,Universidad de Madrid,UDM01
355,C21,2020/2021,nemo,YIM46707,7.91,9.68,9.28,Universidad de Madrid,UDM01
356,C09,2021/2022,numquam,GHN42037,7.02,6.85,9.54,Universidad de La Laguna,ULL03
357,C39,2018/2019,et,VNp89854,8.39,6.75,8.33,Universidad de Madrid,UDM01
358,C02,2021/2022,esse,iPR97837,7.51,10.0,5.87,Universidad de Madrid,UDM01
359,C81,2020/2021,sit,OTn94306,9.84,9.94,6.77,Universidad de Madrid,UDM01
360,C30,2021/2022,asperiores,ktJ94065,8.89,5.74,9.96,Universidad de Madrid,UDM01
361,C33,2022/2023,earum,Ofy41534,8.73,7.56,7.84,Universidad de Madrid,UDM01
362,C61,2017/2018,ducimus,nar79283,7.78,5.22,8.2,Universidad de Madrid,UDM01
363,C26,2023/2024,cum,bnP16487,5.04,6.61,6.27,Universidad de Madrid,UDM01
364,C71,2019/2020,delectus,fdR48502,8.28,9.13,8.72,Universidad de Barcelona,UDB02
365,C47,2022/2023,harum,mVt69226,9.69,6.7,9.23,Universidad de Madrid,UDM01
366,C07,2022/2023,tempora,LSE93747,8.75,8.06,9.91,Universidad de Barcelona,UDB02
367,C71,2023/2024,et,XDE04595,8.68,9.87,6.15,Universidad de Madrid,UDM01
368,C99,2019/2020,ex,AbP82093,7.96,9.68,6.25,Universidad de La Laguna,ULL03
369,C73,2023/2024,excepturi,qwE09391,8.24,6.33,5.58,Universidad de Barcelona,UDB02
370,C79,2023/2024,est,gRw70280,8.55,5.37,9.64,Universidad de La Laguna,ULL03
371,C63,2023/2024,nihil,Fqi14996,6.92,8.33,5.7,Universidad de Madrid,UDM01
372,C05,2017/2018,adipisci,sAR05329,9.14,5.01,7.2,Universidad de Madrid,UDM01
373,C23,2017/2018,cumque,biF62722,9.12,6.29,6.93,Universidad de La Laguna,ULL03
374,C06,2018/2019,officia,KST91759,8.07,6.15,5.04,Universidad de Madrid,UDM01
375,C88,2018/2019,facere,Uqs19849,8.54,7.03,5.49,Universidad de Madrid,UDM01
376,C81,2017/2018,quo,JcS92962,9.6,8.63,5.49,Universidad de Madrid,UDM01
377,C03,2017/2018,sunt,UGS65485,8.46,8.16,9.66,Universidad de Madrid,UDM01
378,C78,2018/2019,similique,KmY87587,7.94,6.33,9.78,Universidad de Barcelona,UDB02
379,C72,2020/2021,eveniet,OKS12219,7.59,5.54,9.77,Universidad de Madrid,UDM01
380,C45,2021/2022,minima,fus44623,5.0,5.9,7.87,Universidad de Madrid,UDM01
381,C34,2017/2018,iusto,nDY42566,9.76,8.23,6.76,Universidad de Madrid,UDM01
382,C47,2020/2021,voluptatem,iNB36856,8.15,5.92,5.43,Universidad de Madrid,UDM01
383,C97,2018/2019,dolore,RhR03918,5.35,9.87,9.26,Universidad de La Laguna,ULL03
384,C03,2022/2023,minus,Any04327,8.79,5.42,9.8,Universidad de La Laguna,ULL03
385,C30,2023/2024,accusamus,IEj10325,7.51,6.51,8.16,Universidad de Madrid,UDM01
386,C38,2018/2019,nihil,SWm89465,5.16,5.56,7.15,Universidad de Madrid,UDM01
387,C56,2022/2023,inventore,kSL19848,8.07,8.49,5.23,Universidad de Madrid,UDM01
388,C31,2017/2018,fuga,cMj29638,6.06,7.67,8.82,Universidad de Barcelona,UDB02
389,C70,2021/2022,sint,uVU25746,5.88,6.09,5.43,Universidad de La Laguna,ULL03
390,C93,2023/2024,veniam,Xrv08087,9.83,8.64,6.32,Universidad de Barcelona,UDB02
391,C28,2017/2018,repellendus,mzQ05273,9.83,7.52,9.13,Universidad de La Laguna,ULL03
392,C04,2022/2023,nostrum,vpO19407,8.78,8.92,9.81,Universidad de Barcelona,UDB02
393,C45,2023/2024,ullam,Elw75304,5.13,5.05,9.2,Universidad de La Laguna,ULL03
394,C84,2021/2022,molestias,BVG36517,6.46,6.87,6.32,Universidad de Barcelona,UDB02
395,C14,2019/2020,modi,ZFV35251,6.45,7.29,9.27,Universidad de Barcelona,UDB02
396,C50,2023/2024,nobis,JHQ89840,8.87,9.02,9.25,Universidad de Madrid,UDM01
397,C69,2023/2024,nobis,TpM24056,6.24,9.11,8.23,Universidad de La Laguna,ULL03
398,C50,2023/2024,explicabo,XEm74973,6.17,7.06,7.49,Universidad de La Laguna,ULL03
399,C89,2019/2020,perferendis,bXT93654,5.45,8.61,6.14,Universidad de La Laguna,ULL03
400,C37,2021/2022,explicabo,Xyt42715,9.63,6.67,6.56,Universidad de La Laguna,ULL03
401,C81,2018/2019,fugit,abc16867,9.11,8.72,8.19,Universidad de La Laguna,ULL03
402,C62,2020/2021,nam,VsN52983,7.11,7.19,6.52,Universidad de Madrid,UDM01
403,C25,2021/2022,error,OWs26574,7.12,6.28,9.78,Universidad de Barcelona,UDB02
404,C37,2020/2021,aut,lAx47543,9.36,9.5,9.45,Universidad de Madrid,UDM01
405,C38,2020/2021,ad,sQs42768,9.98,9.49,9.18,Universidad de Madrid,UDM01
406,C44,2020/2021,expedita,SJz77246,7.35,8.56,6.03,Universidad de Barcelona,UDB02
407,C71,2017/2018,officia,rVW30302,6.77,7.33,5.61,Universidad de La Laguna,ULL03
408,C60,2023/2024,dolores,hRp89967,8.14,8.39,9.03,Universidad de La Laguna,ULL03
409,C10,2023/2024,porro,bsg08732,5.34,5.46,6.59,Universidad de Madrid,UDM01
410,C90,2020/2021,ipsam,hNa67741,8.4,9.31,7.55,Universidad de La Laguna,ULL03
411,C62,2020/2021,pariatur,zIG53327,8.97,6.44,9.2,Universidad de La Laguna,ULL03
412,C45,2017/2018,eius,BxV37451,7.17,7.83,5.65,Universidad de Madrid,UDM01
413,C30,2022/2023,aperiam,xKP20430,5.25,5.27,9.6,Universidad de Madrid,UDM01
414,C27,2018/2019,eum,PwP98383,8.65,5.15,8.06,Universidad de La Laguna,ULL03
415,C45,2020/2021,cupiditate,cWe86467,5.36,5.86,5.88,Universidad de Barcelona,UDB02
416,C72,2018/2019,eligendi,Nwq65497,8.9,8.53,8.55,Universidad de La Laguna,ULL03
417,C81,2023/2024,quod,Xbb30163,7.98,9.2,9.79,Universidad de Barcelona,UDB02
418,C99,2020/2021,laborum,GBf55774,5.77,7.27,5.21,Universidad de Madrid,UDM01
419,C28,2020/2021,amet,oLr62017,8.2,5.66,6.93,Universidad de La Laguna,ULL03
420,C10,2022/2023,ipsam,sIB45437,5.82,9.52,7.48,Universidad de Madrid,UDM01
421,C35,2020/2021,sed,xWU92532,8.28,5.9,6.63,Universidad de Madrid,UDM01
422,C56,2017/2018,soluta,HZZ08996,5.42,6.37,9.75,Universidad de Barcelona,UDB02
423,C11,2017/2018,similique,Csn14550,8.32,5.4,8.36,Universidad de La Laguna,ULL03
424,C37,2020/2021,deleniti,Jaf43476,7.82,9.7,9.27,Universidad de Barcelona,UDB02
425,C87,2019/2020,maiores,HSH01251,5.03,7.65,7.58,Universidad de Barcelona,UDB02
426,C05,2021/2022,saepe,JMT12403,7.47,6.81,7.71,Universidad de La Laguna,ULL03
427,C86,2017/2018,sapiente,Scm69542,5.49,5.81,7.92,Universidad de Madrid,UDM01
428,C78,2023/2024,officiis,Pgs53233,8.44,5.37,8.53,Universidad de La Laguna,ULL03
429,C91,2017/2018,numquam,WrT97587,6.9,7.37,8.55,Universidad de Barcelona,UDB02
430,C59,2020/2021,aliquam,YPJ60609,7.11,7.41,9.52,Universidad de Madrid,UDM01
431,C54,2022/2023,enim,WUV57715,8.2,7.78,8.04,Universidad de La Laguna,ULL03
432,C26,2017/2018,facilis,fMg84356,9.15,9.5,8.32,Universidad de Madrid,UDM01
433,C35,2019/2020,in,BkK13096,7.94,5.58,8.15,Universidad de Madrid,UDM01
434,C19,2021/2022,ducimus,Snk53382,8.99,5.93,9.28,Universidad de Madrid,UDM01
435,C43,2017/2018,quo,jZS95317,6.83,5.14,9.55,Universidad de Barcelona,UDB02
436,C83,2019/2020,nesciunt,FdH12565,7.34,9.73,5.72,Universidad de Barcelona,UDB02
437,C63,2018/2019,impedit,pHD90082,7.46,8.38,8.15,Universidad de Barcelona,UDB02
438,C20,2022/2023,tempore,HxB76641,5.31,7.58,6.69,Universidad de Madrid,UDM01
439,C99,2019/2020,omnis,qad76081,7.0,9.14,6.5,Universidad de La Laguna,ULL03
440,C86,2017/2018,alias,PDK27944,9.65,6.98,7.14,Universidad de La Laguna,ULL03
441,C28,2021/2022,saepe,Mrb81054,6.46,5.49,7.6,Universidad de La Laguna,ULL03
442,C47,2020/2021,architecto,dBo99424,8.54,8.71,9.33,Universidad de Barcelona,UDB02
443,C25,2020/2021,commodi,UqI45651,8.98,5.76,6.33,Universidad de Barcelona,UDB02
444,C29,2023/2024,officiis,orA72151,9.73,5.44,5.16,Universidad de La Laguna,ULL03
445,C02,2022/2023,earum,Ltq74564,6.01,5.97,8.46,Universidad de La Laguna,ULL03
446,C27,2017/2018,voluptate,heK85752,5.22,8.88,8.83,Universidad de Barcelona,UDB02
447,C18,2017/2018,atque,NHG44806,8.8,8.86,6.49,Universidad de Madrid,UDM01
448,C27,2020/2021,eos,MYc32574,9.97,9.98,5.51,Universidad de Barcelona,UDB02
449,C84,2021/2022,ipsa,uJs60562,9.32,6.15,9.01,Universidad de Madrid,UDM01
450,C35,2022/2023,porro,CYP73376,5.97,6.37,9.98,Universidad de La Laguna,ULL03
451,C16,2021/2022,repudiandae,qro30649,5.77,8.56,6.4,Universidad de Barcelona,UDB02
452,C17,2019/2020,facere,BoR85485,7.93,7.65,6.85,Universidad de Madrid,UDM01
453,C84,2022/2023,praesentium,TBR24313,7.04,6.14,7.4,Universidad de Madrid,UDM01
454,C96,2019/2020,reprehenderit,SsF01080,8.66,6.96,6.97,Universidad de Barcelona,UDB02
455,C73,2022/2023,delectus,DVm68181,8.71,8.1,5.46,Universidad de Barcelona,UDB02
456,C79,2020/2021,voluptas,KcH05568,9.77,7.22,9.28,Universidad de Barcelona,UDB02
457,C07,2023/2024,consequatur,MEn02205,8.82,7.06,8.78,Universidad de Madrid,UDM01
458,C76,2022/2023,quas,YPz30732,8.28,7.53,6.08,Universidad de La Laguna,ULL03
459,C01,2022/2023,laboriosam,SIO70302,8.99,7.28,8.43,Universidad de La Laguna,ULL03
460,C36,2019/2020,sint,KmT17974,7.74,5.43,9.78,Universidad de Barcelona,UDB02
461,C76,2019/2020,excepturi,HhJ08380,8.16,8.19,8.62,Universidad de Barcelona,UDB02
462,C44,2018/2019,quia,eVS63583,9.9,9.74,6.32,Universidad de Madrid,UDM01
463,C29,2020/2021,architecto,bpa43115,7.01,9.64,7.29,Universidad de La Laguna,ULL03
464,C36,2021/2022,facilis,kJZ25002,9.83,5.43,6.44,Universidad de La Laguna,ULL03
465,C05,2020/2021,placeat,SZI98862,6.3,7.38,8.07,Universidad de Barcelona,UDB02
466,C43,2021/2022,accusantium,nUN59063,8.14,7.83,5.53,Universidad de Barcelona,UDB02
467,C37,2018/2019,sed,VQl58603,8.24,9.34,6.17,Universidad de Barcelona,UDB02
468,C47,2023/2024,corporis,MAI32691,8.62,7.2,8.42,Universidad de La Laguna,ULL03
469,C71,2017/2018,labore,cgK35222,7.23,9.69,8.37,Universidad de Barcelona,UDB02
470,C94,2018/2019,impedit,uBW96448,7.77,6.78,9.66,Universidad de Madrid,UDM01
471,C77,2018/2019,nesciunt,dQQ05497,6.29,9.13,7.99,Universidad de Barcelona,UDB02
472,C42,2023/2024,facilis,xwf24478,8.22,9.44,5.49,Universidad de Barcelona,UDB02
473,C87,2017/2018,veritatis,eHR41796,5.5,6.3,7.16,Universidad de Madrid,UDM01
474,C57,2020/2021,tempore,ZMQ37650,9.62,7.08,6.2,Universidad de La Laguna,ULL03
475,C92,2021/2022,totam,akK78441,7.55,5.13,9.75,Universidad de Barcelona,UDB02
476,C64,2018/2019,odio,jXr32022,7.89,7.87,7.93,Universidad de Madrid,UDM01
477,C24,2017/2018,error,hez25790,8.7,7.62,5.75,Universidad de Barcelona,UDB02
478,C65,2023/2024,ipsam,pUC46629,8.31,5.76,7.58,Universidad de La Laguna,ULL03
479,C83,2020/2021,fugiat,BgC17557,9.15,6.16,9.64,Universidad de Barcelona,UDB02
480,C02,2017/2018,distinctio,mVY83467,6.27,6.08,8.61,Universidad de Madrid,UDM01
481,C57,2019/2020,unde,zAY24921,8.66,8.52,8.09,Universidad de Madrid,UDM01
482,C14,2023/2024,laudantium,JNr37328,9.5,8.95,6.81,Universidad de La Laguna,ULL03
483,C03,2020/2021,porro,eDC52495,9.4,8.34,7.46,Universidad de Madrid,UDM01
484,C27,2022/2023,neque,EMn91629,7.97,7.34,7.05,Universidad de La Laguna,ULL03
485,C80,2018/2019,pariatur,Qta84043,9.93,6.84,9.86,Universidad de Madrid,UDM01
486,C78,2020/2021,quo,hHX25257,8.28,9.91,7.32,Universidad de Barcelona,UDB02
487,C89,2022/2023,voluptates,MvQ40254,9.38,8.87,5.03,Universidad de La Laguna,ULL03
488,C54,2023/2024,ea,Vyk90499,8.18,5.44,9.34,Universidad de Madrid,UDM01
489,C84,2018/2019,maxime,rdr78198,8.51,5.54,9.1,Universidad de Madrid,UDM01
490,C28,2022/2023,quaerat,tUk93545,7.12,9.73,5.96,Universidad de La Laguna,ULL03
491,C66,2022/2023,occaecati,yLv86903,9.36,9.96,5.39,Universidad de Barcelona,UDB02
492,C11,2019/2020,animi,RCf88648,8.44,9.35,8.45,Universidad de Barcelona,UDB02
493,C05,2020/2021,consequuntur,PnY47326,5.47,9.06,5.9,Universidad de Barcelona,UDB02
494,C33,2017/2018,praesentium,Nqx96986,8.7,8.78,7.06,Universidad de Barcelona,UDB02
495,C74,2017/2018,doloribus,BTg72158,6.0,9.58,9.02,Universidad de La Laguna,ULL03
496,C04,2020/2021,hic,eFI75860,9.16,8.05,7.22,Universidad de La Laguna,ULL03
497,C10,2017/2018,asperiores,bkW55770,6.92,8.3,5.1,Universidad de Barcelona,UDB02
498,C95,2022/2023,aut,plC13555,8.46,6.02,9.85,Universidad de Barcelona,UDB02
499,C22,2021/2022,id,zoh03056,6.69,5.94,7.22,Universidad de Barcelona,UDB02
500,C19,2021/2022,voluptatibus,XVx15941,9.09,7.08,9.47,Universidad de La Laguna,ULL03
501,C37,2017/2018,dicta,YWr28733,7.4,8.74,9.82,Universidad de Barcelona,UDB02
502,C56,2017/2018,et,Yod76591,5.85,9.39,5.24,Universidad de Barcelona,UDB02
503,C01,2020/2021,tempore,qMg05123,7.97,8.64,9.2,Universidad de Barcelona,UDB02
504,C96,2021/2022,impedit,zVe99186,9.08,6.94,6.93,Universidad de La Laguna,ULL03
505,C67,2018/2019,maiores,fDB10368,7.29,8.52,8.11,Universidad de La Laguna,ULL03
506,C52,2023/2024,provident,Wre47456,8.6,8.99,7.87,Universidad de Barcelona,UDB02
507,C01,2020/2021,sequi,IXS54555,6.16,5.4,6.52,Universidad de La Laguna,ULL03
508,C00,2019/2020,deserunt,PTS96534,7.81,5.93,9.72,Universidad de La Laguna,ULL03
509,C69,2017/2018,id,jyb06266,8.78,5.09,6.32,Universidad de Barcelona,UDB02
510,C20,2022/2023,eaque,FUQ77128,9.29,7.58,9.84,Universidad de La Laguna,ULL03
511,C34,2018/2019,dolorem,Gwr57124,6.45,8.7,9.64,Universidad de La Laguna,ULL03
512,C22,2017/2018,nam,BWq89884,6.8,9.51,8.58,Universidad de La Laguna,ULL03
513,C94,2022/2023,laboriosam,DzB43435,6.86,6.0,9.44,Universidad de Madrid,UDM01
514,C41,2022/2023,id,qXV74549,9.81,7.6,8.57,Universidad de La Laguna,ULL03
515,C74,2023/2024,at,xyI11995,6.59,8.76,7.54,Universidad de Madrid,UDM01
516,C38,2019/2020,similique,Dtx04211,9.45,5.48,8.82,Universidad de Madrid,UDM01
517,C20,2018/2019,accusamus,Owt11363,8.56,7.37,9.26,Universidad de Madrid,UDM01
518,C19,2020/2021,cupiditate,pdj40914,8.99,8.19,6.27,Universidad de La Laguna,ULL03
519,C92,2022/2023,dicta,Doq05002,5.18,7.42,6.37,Universidad de Madrid,UDM01
520,C74,2021/2022,natus,hxJ86178,6.67,9.24,5.59,Universidad de Madrid,UDM01
521,C33,2017/2018,animi,WxH26183,7.35,9.43,6.42,Universidad de Madrid,UDM01
522,C74,2020/2021,ad,WyR43929,9.02,7.39,5.3,Universidad de Barcelona,UDB02
523,C48,2022/2023,quia,eOE90116,7.69,6.17,6.63,Universidad de La Laguna,ULL03
524,C46,2021/2022,blanditiis,iQB74947,7.51,8.66,9.73,Universidad de Madrid,UDM01
525,C66,2023/2024,aspernatur,HDs08602,9.59,6.38,7.92,Universidad de Madrid,UDM01
526,C26,2017/2018,expedita,lHV38027,9.0,6.03,5.66,Universidad de La Laguna,ULL03
527,C46,2023/2024,quas,Yal49027,6.25,8.49,7.69,Universidad de Barcelona,UDB02
528,C04,2023/2024,dignissimos,xgy59125,9.83,7.44,7.38,Universidad de Madrid,UDM01
529,C89,2019/2020,reprehenderit,Jgg65513,5.9,9.82,7.14,Universidad de Madrid,UDM01
530,C38,2019/2020,natus,hih31066,6.53,9.76,8.6,Universidad de Madrid,UDM01
531,C59,2020/2021,quisquam,jFM96048,9.6,5.35,9.36,Universidad de Madrid,UDM01
532,C74,2019/2020,repellendus,UIQ48070,6.37,8.83,8.94,Universidad de La Laguna,ULL03
533,C87,2017/2018,voluptatum,sVl73919,9.37,9.83,6.66,Universidad de La Laguna,ULL03
534,C47,2019/2020,distinctio,gED24704,9.31,8.93,5.64,Universidad de La Laguna,ULL03
535,C48,2023/2024,soluta,Azl65618,5.39,9.83,8.63,Universidad de Barcelona,UDB02
536,C70,2022/2023,eligendi,dZe13798,7.4,7.58,8.5,Universidad de Barcelona,UDB02
537,C28,2020/2021,alias,uuI19531,8.79,6.55,8.69,Universidad de Barcelona,UDB02
538,C15,2022/2023,ipsam,NsJ18344,5.1,6.81,8.96,Universidad de Madrid,UDM01
539,C78,2021/2022,ipsum,SwA72030,8.54,8.13,9.36,Universidad de Madrid,UDM01
540,C59,2021/2022,vitae,WTb67056,5.95,6.04,9.87,Universidad de La Laguna,ULL03
541,C05,2022/2023,vitae,Zmj85898,9.26,6.43,7.07,Universidad de La Laguna,ULL03
542,C67,2021/2022,quidem,tsC33140,5.14,6.41,8.89,Universidad de Barcelona,UDB02
543,C34,2021/2022,vel,MYI95882,8.42,6.19,6.27,Universidad de Madrid,UDM01
544,C71,2020/2021,architecto,aML38439,5.95,7.4,9.89,Universidad de Barcelona,UDB02
545,C08,2020/2021,quia,vEV17918,6.12,5.28,7.95,Universidad de Barcelona,UDB02
546,C60,2023/2024,cupiditate,jjz79541,7.35,8.04,8.36,Universidad de Madrid,UDM01
547,C26,2018/2019,aliquid,ZyX51802,5.6,9.16,9.64,Universidad de Barcelona,UDB02
548,C98,2018/2019,commodi,yOo97036,7.82,8.66,9.62,Universidad de Madrid,UDM01
549,C55,2023/2024,architecto,UCE96248,5.34,7.18,6.43,Universidad de Barcelona,UDB02
550,C85,2023/2024,repellat,frL18697,8.23,9.39,5.09,Universidad de Madrid,UDM01
551,C88,2019/2020,dolores,ADA92331,5.79,7.47,8.05,Universidad de Madrid,UDM01
552,C21,2019/2020,voluptate,fQC91338,9.23,8.64,7.68,Universidad de La Laguna,ULL03
553,C64,2023/2024,esse,Vcd11422,6.84,8.44,9.26,Universidad de Barcelona,UDB02
554,C43,2021/2022,numquam,ecS44002,5.84,6.53,7.46,Universidad de Barcelona,UDB02
555,C63,2017/2018,autem,XFd67738,5.91,8.15,5.66,Universidad de La Laguna,ULL03
556,C71,2023/2024,inventore,nuN96485,5.81,9.57,7.4,Universidad de Barcelona,UDB02
557,C99,2017/2018,excepturi,LfY52183,9.95,9.55,8.33,Universidad de La Laguna,ULL03
558,C27,2017/2018,quas,DwU71870,9.13,5.89,8.42,Universidad de La Laguna,ULL03
559,C51,2020/2021,ab,dgC74370,5.59,8.22,9.33,Universidad de La Laguna,ULL03
560,C70,2018/2019,impedit,Qfd76640,5.86,8.2,6.88,Universidad de La Laguna,ULL03
561,C43,2021/2022,aliquam,PGv80620,8.02,7.0,9.41,Universidad de Barcelona,UDB02
562,C51,2022/2023,tempora,NTR80076,8.23,7.59,9.19,Universidad de La Laguna,ULL03
563,C69,2018/2019,est,zBo35389,7.59,5.09,7.63,Universidad de Madrid,UDM01
564,C18,2019/2020,facilis,LBw20294,8.38,8.54,9.02,Universidad de Madrid,UDM01
565,C29,2020/2021,rerum,xbj96304,9.01,8.81,6.12,Universidad de Madrid,UDM01
566,C32,2019/2020,quis,UED64735,9.72,6.93,7.06,Universidad de Madrid,UDM01
567,C65,2022/2023,eveniet,KFS99166,6.49,9.77,6.91,Universidad de La Laguna,ULL03
568,C16,2021/2022,animi,RsB69713,6.34,8.2,6.9,Universidad de La Laguna,ULL03
569,C19,2021/2022,saepe,DyC67052,8.71,6.48,7.86,Universidad de Barcelona,UDB02
570,C95,2022/2023,officiis,FFQ73544,8.26,7.17,5.84,Universidad de Madrid,UDM01
